2016110604,1,28,3,2,9,0,2,3,2,0
2009092800,0,24,3,1,6,0,1,2,1,0
2016121110,1,50,3,0,9,0,0,3,0,0
2010112101,0,37,4,3,9,0,3,3,3,0
2017091707,0,50,3,3,9,0,2,3,2,1
2010092614,1,30,1,4,3,0,4,1,4,0
2013122206,0,21,2,3,3,0,3,1,3,0
2011010800,1,32,1,2,3,0,2,1,2,0
2009112201,0,0,1,1,0,0,1,0,1,0
2012122314,0,40,1,2,3,0,2,1,2,0
2015110109,1,40,2,2,6,0,2,2,2,0
2010091300,0,48,3,0,9,0,0,3,0,0
2014120705,1,44,5,1,15,0,1,5,1,0
2009102509,0,46,3,4,9,0,4,3,4,0
2009101104,1,28,3,2,6,0,2,2,2,0
2012102108,1,54,4,2,12,0,2,4,2,0
2013102007,0,42,3,3,9,0,3,3,3,0
2013110303,0,47,4,2,12,0,2,4,2,0
2013101306,0,39,2,0,6,0,0,2,0,0
2009121900,1,44,2,3,3,0,3,1,3,0
2014122805,1,39,4,4,9,0,4,3,4,0
2012010100,1,31,1,2,3,0,2,1,2,0
2016100206,0,34,1,2,3,0,2,1,2,0
2010101709,1,56,1,3,3,0,3,1,3,0
2013120105,0,20,1,0,3,0,0,1,0,0
2010120600,1,39,2,0,3,0,0,1,0,0
2009111510,1,0,1,1,0,0,1,0,1,0
2009110103,0,40,2,5,3,0,5,1,5,0
2010101100,0,53,5,2,15,0,2,5,2,0
2011091112,0,50,2,3,6,0,3,2,3,0
2016101700,1,39,1,0,3,0,0,1,0,0
2013092908,1,47,2,1,6,0,1,2,1,0
2013092205,0,47,2,3,6,0,3,2,3,0
2012121700,1,22,1,1,3,0,1,1,1,0
2014122105,0,37,4,1,9,0,1,3,1,0
2013102707,1,50,3,0,9,0,0,3,0,0
2010091911,0,49,2,2,6,0,2,2,2,0
2012111805,1,51,3,3,6,0,3,2,3,0
2014121411,1,51,2,1,3,0,1,1,1,0
2011110600,1,50,3,3,6,0,3,2,3,0
2012111108,1,0,0,1,0,0,1,0,1,0
2010111401,1,27,5,2,6,0,2,2,2,0
2010110700,1,36,3,2,9,0,2,3,2,0
2015102503,1,55,3,2,9,0,2,3,2,0
2014091411,1,52,1,3,3,0,3,1,3,0
2013121510,1,54,2,2,6,0,2,2,2,0
2014110204,1,39,1,1,3,0,1,1,1,0
2014102606,0,55,1,2,3,0,2,1,2,0
2011122405,0,0,1,2,0,0,2,0,2,0
2017092406,1,40,1,2,3,0,2,1,2,0
2010103106,0,0,1,0,0,0,0,0,0,0
2011091803,0,45,3,3,9,0,3,3,3,0
2011111313,0,0,1,2,0,0,2,0,2,0
2012112202,0,32,1,2,3,0,2,1,2,0
2011100214,1,40,1,2,3,0,2,1,2,0
2013120803,0,51,3,4,9,0,4,3,4,0
2009120611,1,34,3,3,3,0,3,1,3,0
2012100800,0,21,1,2,3,0,2,1,2,0
2011092508,1,21,1,3,3,0,3,1,3,0
2015092100,1,46,3,2,6,0,2,2,2,0
2009110811,1,33,2,2,6,0,2,2,2,0
2015091305,0,34,1,4,3,0,4,1,4,0
2014112301,1,27,1,0,3,0,0,1,0,0
2012091610,1,38,1,1,3,0,1,1,1,0
