2013111100,0,1,11,0,139,21,1,0
2013112402,1,0,14,0,247,21,2,0
2014091800,1,0,17,0,121,24,1,0
2014110201,1,2,17,0,260,33,2,0
2017091707,1,2,31,0,301,45,1,0
2013092907,0,2,24,0,193,43,1,0
2014100505,1,1,19,0,249,32,2,0
2013111708,0,0,20,0,231,23,2,0
2013122908,1,1,22,0,219,41,2,0
2016110300,0,0,10,1,75,11,1,1
2013120807,0,2,9,0,90,25,2,0
2014092807,1,1,21,0,302,42,2,0
2014101207,0,1,24,0,314,44,2,0
2014102607,0,1,19,0,171,28,1,0
2017092800,1,2,21,0,218,33,1,0
2013120100,1,1,14,0,180,21,0,0
2013110307,1,0,17,0,168,23,2,0
2013102400,0,0,30,0,275,51,1,0
2017091001,0,0,26,0,213,40,1,0
2013101307,0,1,26,0,273,43,2,0
2013122208,1,0,16,0,158,26,0,0
2013102000,1,0,26,0,256,44,2,0
2017092403,0,1,15,0,101,22,1,0
2013121508,0,1,18,0,179,34,2,0
