2012100100,0,24,0,0,26,2
2013111006,0,1,0,0,1,1
2009112201,0,22,0,0,32,3
2013121513,0,20,0,0,20,1
2010011700,1,19,0,0,19,1
2013101306,1,23,0,0,23,1
2009121900,1,30,0,0,41,3
2009111510,1,19,0,0,25,2
2009110103,0,15,0,0,25,3
2010010900,0,14,0,0,15,2
2013112802,1,27,0,0,27,1
2011112401,0,18,0,0,24,4
2009120611,1,22,0,0,30,3
2013092906,1,23,0,0,33,4
2012091608,1,21,0,0,29,5
2009110811,1,21,0,0,28,5
2013111707,0,21,0,0,21,1
2013122212,1,15,0,0,25,4
2009121312,0,28,0,0,41,3
2009092014,0,22,0,0,38,6
2011120411,1,37,0,0,69,3
2013102011,0,42,0,0,42,1
2012092300,0,18,0,0,18,1
2013091600,1,27,0,0,34,2
2013092213,0,24,0,0,25,2
2009091308,1,23,0,0,36,3
2013110309,1,24,0,0,40,3
2013112401,1,23,0,0,28,2
2012090500,1,20,0,0,25,3
