2018012101,1,0,8,70,0,0,22,0
2015120606,0,0,2,22,0,0,14,0
2016120100,0,0,8,59,0,0,15,0
2017100106,0,0,5,98,0,0,33,0
2017111904,0,0,4,32,0,0,10,0
2016112006,0,0,6,37,0,0,13,0
2017121704,0,0,5,30,20,1,20,0
2016011000,0,0,4,26,0,0,9,0
2015112205,0,0,6,66,0,0,17,0
2017122301,1,0,5,60,4,1,20,0
2015111508,1,0,2,46,0,0,37,0
2016010310,1,0,1,8,0,0,8,0
2017091706,1,0,2,27,0,0,21,0
2017112300,1,0,5,66,0,0,37,0
2017120300,1,0,2,32,0,0,19,0
2017111207,1,0,4,78,3,1,51,0
2015121000,1,0,2,12,0,0,7,0
2016091108,1,0,7,103,0,0,33,0
2015122706,0,0,4,19,0,0,10,0
2015110800,0,0,3,42,0,0,30,0
2017092406,0,0,8,173,59,2,59,0
2017102900,1,0,4,27,0,0,10,0
2016110605,0,0,13,80,0,0,12,0
2015102506,1,0,6,108,36,1,36,0
2017121001,1,0,6,64,0,0,22,0
2016121105,1,0,3,55,0,0,45,0
2018011401,0,0,6,137,61,1,61,0
2016092501,1,0,4,40,0,0,16,0
2017091100,0,0,7,93,18,2,30,0
2016111308,1,0,13,164,0,0,36,0
2015110104,1,0,6,95,40,1,40,0
2015112901,1,0,4,31,0,0,16,0
2016121806,0,0,2,13,0,0,11,0
2015101803,0,0,7,129,0,0,31,0
2015122002,0,0,3,55,33,2,33,0
2017123105,0,0,6,65,15,1,26,0
2016103100,1,0,8,76,25,1,25,0
2016091813,0,0,9,182,25,1,46,0
2016102307,1,0,2,18,0,0,14,0
2017100900,1,0,1,4,0,0,4,0
2016122404,1,0,4,29,3,1,13,0
2016100300,0,0,5,47,0,0,21,0
2015100411,1,0,6,87,0,0,25,0
