2010011000,0,0,29,0,379,33,5,0
2009112209,1,0,15,0,203,19,2,0
2009092003,1,0,24,0,243,26,2,0
2009120610,0,0,22,0,285,32,3,0
2009121400,1,2,16,0,178,29,0,0
2009092714,0,2,30,0,332,52,1,0
2009122710,0,0,24,0,313,38,2,0
2009101809,1,1,32,0,276,41,2,0
2010011601,1,1,17,0,205,26,0,0
2009122002,1,1,23,0,233,37,2,0
2009111509,0,0,29,0,340,38,2,0
2009110801,1,0,22,0,261,32,5,0
2009110110,0,5,27,0,242,46,2,0
2009091309,0,2,26,0,288,44,1,0
2009102511,1,1,20,0,231,36,1,0
2010010311,0,0,4,0,31,6,0,0
2009101109,0,0,26,0,302,38,2,0
