2011111306,0,8,342,39,4,52
2011100204,0,2,87,47,0,45
2011112709,0,5,199,37,1,51
2011091814,1,4,179,35,2,52
2012010107,0,4,201,46,1,56
2011092505,0,2,90,45,1,49
2011091107,1,3,109,36,0,39
2012091604,0,5,196,32,0,56
2011100907,1,2,72,26,0,37
2011120100,1,4,185,41,1,54
2011101603,1,3,131,36,0,50
2011110700,0,2,71,26,1,44
2011103011,0,2,92,29,0,52
2011122411,1,6,256,36,0,56
2012090907,1,6,330,42,1,62
2011112011,1,6,261,40,2,60
2011121809,0,4,136,30,2,45
2012092309,1,5,246,39,1,62
2011121107,1,9,419,35,4,58
