2016103005,0,7,347,39,1,58
2014112304,0,3,146,48,2,53
2015011801,1,5,248,35,0,58
2013090805,0,3,117,37,1,45
2009102505,1,4,167,38,2,53
2011122200,0,5,209,39,2,53
2009110106,0,7,324,41,2,60
2011010800,0,4,153,35,1,46
2014011101,1,5,259,45,0,58
2010120900,1,3,126,42,1,45
2014111611,0,3,170,55,2,58
2012120903,0,4,213,50,2,54
2010110709,1,5,189,37,1,54
2012010105,1,3,136,41,1,54
2013102012,0,9,440,47,6,60
2010011600,0,6,275,43,1,56
2011092514,0,7,311,35,3,55
2012090900,1,5,257,43,2,63
2012120205,1,8,400,45,1,61
2011102311,1,6,279,42,2,56
2009092714,1,4,168,39,0,46
2016100200,1,3,149,39,0,54
2013010600,1,4,194,34,0,53
2009100403,0,2,81,31,0,42
2013110310,1,5,222,41,2,56
2010111402,0,7,289,41,3,49
2012110407,0,2,99,44,1,59
2013111400,1,3,111,29,1,43
2014091500,0,4,221,49,1,61
2016010305,0,5,216,41,2,58
2014122811,1,5,203,39,3,47
2009121700,1,3,129,37,1,51
2016100903,0,3,190,57,2,74
2013121502,0,6,258,35,2,51
2013092904,1,3,138,36,0,60
2015102507,0,10,517,45,1,61
2014090712,1,4,199,44,0,59
2009122712,0,6,277,38,2,56
2013122205,1,4,201,45,1,56
2009091306,0,2,88,44,2,45
2009101112,1,4,197,41,2,59
2016112004,0,3,132,44,2,49
2010120510,0,3,125,41,2,45
2016112402,0,2,92,46,0,50
2011101601,1,4,208,43,1,62
2014100503,0,3,143,48,2,56
2016091810,1,4,226,45,1,72
2016102308,1,4,204,39,0,60
2015092100,0,3,149,50,1,57
2012122305,1,7,318,42,3,60
2014102611,1,3,153,46,0,59
2012100702,0,5,223,41,2,47
2009092100,1,3,145,39,0,56
2010091914,0,5,205,40,3,49
2014122109,1,5,232,37,0,61
2015112202,1,5,260,48,2,60
2015101811,0,6,287,47,3,56
2015092709,1,5,249,50,1,54
2013092211,1,4,192,45,3,52
2016110609,1,4,222,49,0,67
2010100308,1,2,110,45,0,66
2012091603,0,5,268,43,0,64
2009110803,0,3,98,33,3,41
2015091304,1,4,177,43,0,48
2013111004,0,6,298,26,0,58
2009112200,1,3,120,36,1,48
2012121607,1,5,242,38,3,63
2016122408,1,2,100,46,0,53
2011103002,1,6,269,33,2,58
2016121104,0,2,81,31,0,49
2011010205,0,5,191,37,0,49
2010020700,0,2,90,43,0,46
2010112112,1,2,81,36,1,46
2009111512,0,7,339,32,1,55
2009112903,1,2,105,49,1,59
2015120613,1,5,211,27,2,55
2010101712,1,4,187,34,1,59
2016121806,1,3,127,42,2,44
2012102803,1,2,87,24,0,48
2009120604,0,3,117,36,2,44
2014110300,1,6,240,37,3,52
2014010400,0,1,51,45,0,51
2012102106,0,5,242,38,1,59
2010122610,1,6,257,38,2,49
2013120102,0,5,227,37,1,60
2013120801,1,7,333,37,4,55
2011091102,1,6,281,25,1,57
2015112904,0,3,156,50,2,57
2010101002,0,2,105,43,1,58
2010092611,1,6,287,35,1,61
2010091203,1,5,178,20,2,41
2013100603,0,2,93,26,0,59
2012092308,0,6,280,42,2,63
2015110200,1,6,292,39,2,53
2016091111,0,4,195,44,1,52
2011120413,1,3,144,43,1,51
2010112811,0,4,166,37,1,49
2011100300,1,6,266,42,1,59
2014120701,1,7,329,38,2,59
2014092104,1,2,107,54,2,56
2014100900,1,4,159,40,3,44
2009121304,0,5,211,42,1,50
2016101612,1,5,227,41,3,61
2011111304,0,6,246,41,2,51
2012101402,1,3,131,37,2,55
2014113003,0,3,138,40,1,58
2013091506,0,4,206,42,1,60
2011121104,1,6,268,35,1,53
2015100404,0,6,287,45,2,57
2015122004,0,7,288,38,5,55
2010012400,0,4,185,43,2,56
2011121802,0,7,321,40,1,60
2015011101,1,4,169,38,1,46
2015122701,1,5,255,44,1,63
2016092511,0,3,121,40,3,50
2012123004,0,5,210,37,2,53
2011110606,0,9,451,46,2,60
2010121903,0,6,235,23,2,44
2014121406,0,7,325,46,4,59
2012110800,1,3,135,45,2,57
2011091804,0,4,208,39,0,58
2011100902,0,5,277,48,1,64
2012112502,0,5,256,46,2,59
2011112705,0,5,228,41,0,54
2015121304,1,7,335,35,1,63
2013122904,0,5,237,43,3,65
2015010400,0,4,206,37,0,68
2017010103,0,4,203,41,2,57
2016120500,1,2,95,48,2,51
2015100800,1,3,147,45,2,53
2012111806,1,3,139,7,1,57
2014101905,0,6,288,45,2,59
2014092803,0,4,168,40,3,60
2013101400,1,5,203,41,2,52
2013112408,1,5,223,40,0,54
2010010300,1,6,271,36,1,58
2015110809,0,5,226,29,1,52
