2013110305,0,0,0,1,1,1
2012100700,0,0,0,0,3,0
2011092600,1,0,0,1,0,0
2012101410,0,0,0,2,1,0
2012092304,0,0,1,0,3,0
2012010107,1,0,0,0,3,0
2012102100,1,0,1,0,1,0.5
2013122909,1,0,0,2,2,0
2013010601,0,0,0,5,2,0
2012122307,1,0,0,0,2,0
2009120608,0,0,0,0,1,0
2013102709,1,0,0,1,2,1
2013120111,0,0,0,1,1,0
2012102808,1,0,0,0,2,0
2012110400,0,0,0,1,1,0
2011101603,0,0,0,0,2,0
2012112201,1,0,0,1,2,0
2012093011,1,0,0,0,1,0
2013121500,1,0,0,4,0,0
2011100206,1,0,0,0,1,0
2012121604,1,1,1,2,4,1
2011120400,0,0,0,1,0,0
2013101312,1,0,1,0,0,0
2012120900,0,1,0,1,1,1
2012091609,1,0,0,0,1,0
2012111800,0,0,0,1,2,1
2010122608,1,1,0,0,3,1
2012120300,0,0,0,0,2,1
2012123007,0,0,1,1,0,0
