id,home,away,home_score,away_score,week,season,seasontype
400944346,DAL,ARI,18,20,1,2017,1
400951824,CAR,HOU,17,27,2,2017,1
400951829,BUF,MIN,10,17,2,2017,1
400951801,MIA,ATL,20,23,2,2017,1
400951794,NE,JAX,24,31,2,2017,1
400951441,BAL,WSH,3,23,2,2017,1
400951835,CHI,DEN,17,24,2,2017,1
400951820,CLE,NO,14,20,2,2017,1
400951826,GB,PHI,9,24,2,2017,1
400951266,NYG,PIT,12,20,2,2017,1
400951251,CIN,TB,12,23,2,2017,1
400951832,KC,SF,17,27,2,2017,1
400952014,NYJ,TEN,3,7,2,2017,1
400951838,LAR,DAL,10,13,2,2017,1
400951797,ARI,OAK,10,20,2,2017,1
400951270,IND,DET,10,24,2,2017,1
400951839,LAC,SEA,17,48,2,2017,1
400951802,MIA,BAL,7,31,3,2017,1
400951827,PHI,BUF,16,20,3,2017,1
400950229,JAX,TB,8,12,3,2017,1
400951837,SEA,MIN,13,20,3,2017,1
400952008,TEN,CAR,27,34,3,2017,1
400951252,CIN,KC,12,30,3,2017,1
400951271,DAL,IND,19,24,3,2017,1
400951830,DET,NYJ,6,16,3,2017,1
400951823,WSH,GB,17,21,3,2017,1
400951795,HOU,NE,23,27,3,2017,1
400953265,OAK,LAR,21,24,3,2017,1
400951798,ARI,CHI,23,24,3,2017,1
400951833,SF,DEN,14,33,3,2017,1
400951267,PIT,ATL,13,17,3,2017,1
400951840,LAC,NO,7,13,3,2017,1
400950230,CLE,NYG,6,10,3,2017,1
400951803,PHI,MIA,31,38,4,2017,1
400951804,JAX,CAR,23,24,4,2017,1
400951796,DET,NE,28,30,4,2017,1
400950231,SEA,KC,13,26,4,2017,1
400951799,ATL,ARI,14,24,4,2017,1
400951819,NYG,NYJ,31,32,4,2017,1
400951805,BAL,BUF,9,13,4,2017,1
400951268,PIT,IND,15,19,4,2017,1
400951821,TB,CLE,9,13,4,2017,1
400953306,DAL,OAK,20,24,4,2017,1
400950232,LAR,LAC,19,21,4,2017,1
400951836,NO,HOU,0,13,4,2017,1
400951834,DEN,GB,17,20,4,2017,1
400950233,TEN,CHI,7,19,4,2017,1
400950234,WSH,CIN,17,23,4,2017,1
400950235,MIN,SF,31,32,4,2017,1
400950242,ATL,JAX,7,13,5,2017,1
400951828,BUF,DET,17,27,5,2017,1
400950239,GB,LAR,10,24,5,2017,1
400951253,IND,CIN,6,7,5,2017,1
400951272,NYJ,PHI,10,16,5,2017,1
400950236,NE,NYG,38,40,5,2017,1
400951273,TB,WSH,10,13,5,2017,1
400951269,CAR,PIT,14,17,5,2017,1
400951822,CHI,CLE,0,25,5,2017,1
400950237,MIN,MIA,9,30,5,2017,1
400950238,NO,BAL,13,14,5,2017,1
400951831,KC,TEN,6,30,5,2017,1
400951800,DEN,ARI,2,30,5,2017,1
400953307,OAK,SEA,13,17,5,2017,1
400950240,SF,LAC,13,23,5,2017,1
400951825,HOU,DAL,0,0,5,2017,1
400951566,NE,KC,27,42,1,2017,2
400951567,BUF,NYJ,12,21,1,2017,2
400951570,CHI,ATL,17,23,1,2017,2
400951572,CIN,BAL,0,20,1,2017,2
400951574,CLE,PIT,18,21,1,2017,2
400951576,DET,ARI,23,35,1,2017,2
400951584,TEN,OAK,16,26,1,2017,2
400951592,WSH,PHI,17,30,1,2017,2
400951580,HOU,JAX,7,29,1,2017,2
400951597,LAR,IND,9,46,1,2017,2
400951601,GB,SEA,9,17,1,2017,2
400951605,SF,CAR,3,23,1,2017,2
400951608,DAL,NYG,3,19,1,2017,2
400951581,MIA,TB,0,0,1,2017,2
400951612,MIN,NO,19,29,1,2017,2
400951615,DEN,LAC,21,24,1,2017,2
400951620,CIN,HOU,9,13,2,2017,2
400951632,IND,ARI,13,16,2,2017,2
400951636,KC,PHI,20,27,2,2017,2
400951639,NO,NE,20,36,2,2017,2
400951643,PIT,MIN,9,26,2,2017,2
400951645,TB,CHI,7,29,2,2017,2
400951630,CAR,BUF,3,9,2,2017,2
400951635,JAX,TEN,16,37,2,2017,2
400951626,BAL,CLE,10,24,2,2017,2
400951669,OAK,NYJ,20,45,2,2017,2
400951666,LAC,MIA,17,19,2,2017,2
400951673,DEN,DAL,17,42,2,2017,2
400951674,LAR,WSH,20,27,2,2017,2
400951676,SEA,SF,9,12,2,2017,2
400951679,ATL,GB,23,34,2,2017,2
400951681,NYG,DET,10,24,2,2017,2
400951568,SF,LAR,39,41,3,2017,2
400951579,JAX,BAL,7,44,3,2017,2
400951583,BUF,DEN,16,26,3,2017,2
400951590,CHI,PIT,17,23,3,2017,2
400951594,DET,ATL,26,30,3,2017,2
400951599,IND,CLE,28,31,3,2017,2
400951604,MIN,TB,17,34,3,2017,2
400951607,NE,HOU,33,36,3,2017,2
400951611,NYJ,MIA,6,20,3,2017,2
400951616,PHI,NYG,24,27,3,2017,2
400951587,CAR,NO,13,34,3,2017,2
400951623,TEN,SEA,27,33,3,2017,2
400951627,GB,CIN,24,27,3,2017,2
400951634,LAC,KC,10,24,3,2017,2
400951644,WSH,OAK,10,27,3,2017,2
400951668,ARI,DAL,17,28,3,2017,2
400951678,GB,CHI,14,35,4,2017,2
400950241,MIA,NO,0,20,4,2017,2
400951685,ATL,BUF,17,23,4,2017,2
400951712,CLE,CIN,7,31,4,2017,2
400951716,DAL,LAR,30,35,4,2017,2
400951724,MIN,DET,7,14,4,2017,2
400951727,NE,CAR,30,33,4,2017,2
400951730,NYJ,JAX,20,23,4,2017,2
400951708,BAL,PIT,9,26,4,2017,2
400951720,HOU,TEN,14,57,4,2017,2
400951735,ARI,SF,15,18,4,2017,2
400951738,LAC,PHI,24,26,4,2017,2
400951742,TB,NYG,23,25,4,2017,2
400951744,DEN,OAK,10,16,4,2017,2
400951747,SEA,IND,18,46,4,2017,2
400951752,KC,WSH,20,29,4,2017,2
400951552,TB,NE,14,19,5,2017,2
400951554,CIN,BUF,16,20,5,2017,2
400951556,CLE,NYJ,14,17,5,2017,2
400951558,DET,CAR,24,27,5,2017,2
400951562,IND,SF,23,26,5,2017,2
400951646,MIA,TEN,10,16,5,2017,2
400951650,NYG,LAC,22,27,5,2017,2
400951651,PHI,ARI,7,34,5,2017,2
400951655,PIT,JAX,9,30,5,2017,2
400951659,OAK,BAL,17,30,5,2017,2
400951657,LAR,SEA,10,16,5,2017,2
400951661,DAL,GB,31,35,5,2017,2
400951664,HOU,KC,34,42,5,2017,2
400951691,CHI,MIN,17,20,5,2017,2
400951695,CAR,PHI,23,28,6,2017,2
400951697,ATL,MIA,17,20,6,2017,2
400951702,MIN,GB,10,23,6,2017,2
400951704,NO,DET,38,52,6,2017,2
400951766,NYJ,NE,17,24,6,2017,2
400951767,WSH,SF,24,26,6,2017,2
400951699,BAL,CHI,24,27,6,2017,2
400951700,HOU,CLE,17,33,6,2017,2
400951770,ARI,TB,33,38,6,2017,2
400951773,JAX,LAR,17,27,6,2017,2
400951776,KC,PIT,13,19,6,2017,2
400951779,OAK,LAC,16,17,6,2017,2
400951782,DEN,NYG,10,23,6,2017,2
400951785,TEN,IND,22,36,6,2017,2
400951571,OAK,KC,30,31,7,2017,2
400951575,BUF,TB,27,30,7,2017,2
400951578,CHI,CAR,3,17,7,2017,2
400951582,CLE,TEN,9,12,7,2017,2
400951585,GB,NO,17,26,7,2017,2
400951589,IND,JAX,0,27,7,2017,2
400951593,LAR,ARI,0,33,7,2017,2
400951598,MIA,NYJ,28,31,7,2017,2
400951603,MIN,BAL,16,24,7,2017,2
400951619,SF,DAL,10,40,7,2017,2
400951628,NYG,SEA,7,24,7,2017,2
400951609,PIT,CIN,14,29,7,2017,2
400951624,LAC,DEN,0,21,7,2017,2
400951638,NE,ATL,7,23,7,2017,2
400951641,PHI,WSH,24,34,7,2017,2
400951670,BAL,MIA,0,40,8,2017,2
400951683,CLE,MIN,16,33,8,2017,2
400951706,BUF,OAK,14,34,8,2017,2
400951711,CIN,IND,23,24,8,2017,2
400951715,NE,LAC,13,21,8,2017,2
400951717,NO,CHI,12,20,8,2017,2
400951721,NYJ,ATL,20,25,8,2017,2
400951723,PHI,SF,10,33,8,2017,2
400951725,TB,CAR,3,17,8,2017,2
400951729,SEA,HOU,38,41,8,2017,2
400951732,WSH,DAL,19,33,8,2017,2
400951736,DET,PIT,15,20,8,2017,2
400951737,KC,DEN,19,29,8,2017,2
400951743,NYJ,BUF,21,34,9,2017,2
400951761,TEN,BAL,20,23,9,2017,2
400951755,NO,TB,10,30,9,2017,2
400951758,NYG,LAR,17,51,9,2017,2
400951760,PHI,DEN,23,51,9,2017,2
400951749,CAR,ATL,17,20,9,2017,2
400951753,JAX,CIN,7,23,9,2017,2
400951751,HOU,IND,14,20,9,2017,2
400951763,SF,ARI,10,20,9,2017,2
400951765,SEA,WSH,14,17,9,2017,2
400951786,DAL,KC,17,28,9,2017,2
400951787,MIA,OAK,24,27,9,2017,2
400951790,GB,DET,17,30,9,2017,2
400951553,ARI,SEA,16,22,10,2017,2
400951555,BUF,NO,10,47,10,2017,2
400951559,CHI,GB,16,23,10,2017,2
400951563,DET,CLE,24,38,10,2017,2
400951656,TEN,CIN,20,24,10,2017,2
400951565,IND,PIT,17,20,10,2017,2
400951653,TB,NYJ,10,15,10,2017,2
400951658,WSH,MIN,30,38,10,2017,2
400951648,JAX,LAC,17,20,10,2017,2
400951663,LAR,HOU,7,33,10,2017,2
400951686,ATL,DAL,7,27,10,2017,2
400951688,SF,NYG,21,31,10,2017,2
400951690,DEN,NE,16,41,10,2017,2
400951693,CAR,MIA,21,45,10,2017,2
400951698,PIT,TEN,17,40,11,2017,2
400951701,CHI,DET,24,27,11,2017,2
400951769,CLE,JAX,7,19,11,2017,2
400951703,GB,BAL,0,23,11,2017,2
400981391,MIA,TB,20,30,11,2017,2
400951775,MIN,LAR,7,24,11,2017,2
400951780,NO,WSH,31,34,11,2017,2
400951783,NYG,KC,9,12,11,2017,2
400951771,HOU,ARI,21,31,11,2017,2
400951807,LAC,BUF,24,54,11,2017,2
400951810,DEN,CIN,17,20,11,2017,2
400951815,OAK,NE,8,33,11,2017,2
400951817,DAL,PHI,9,37,11,2017,2
400951818,SEA,ATL,31,34,11,2017,2
400951569,DET,MIN,23,30,12,2017,2
400951573,DAL,LAC,6,28,12,2017,2
400951577,WSH,NYG,10,20,12,2017,2
400951586,ATL,TB,20,34,12,2017,2
400951588,CIN,CLE,16,30,12,2017,2
400951591,IND,TEN,16,20,12,2017,2
400951595,KC,BUF,10,16,12,2017,2
400951600,NE,MIA,17,35,12,2017,2
400951606,NYJ,CAR,27,35,12,2017,2
400951610,PHI,CHI,3,31,12,2017,2
400951618,SF,SEA,13,24,12,2017,2
400951629,OAK,DEN,14,21,12,2017,2
400951614,LAR,NO,20,26,12,2017,2
400951622,ARI,JAX,24,27,12,2017,2
400951633,PIT,GB,28,31,12,2017,2
400951640,BAL,HOU,16,23,12,2017,2
400951672,DAL,WSH,14,38,13,2017,2
400951677,ATL,MIN,9,14,13,2017,2
400951684,BUF,NE,3,23,13,2017,2
400951707,CHI,SF,14,15,13,2017,2
400951710,GB,TB,20,26,13,2017,2
400951728,TEN,HOU,13,24,13,2017,2
400951718,MIA,DEN,9,35,13,2017,2
400951726,NYJ,KC,31,38,13,2017,2
400951713,JAX,IND,10,30,13,2017,2
400951680,BAL,DET,20,44,13,2017,2
400951731,LAC,CLE,10,19,13,2017,2
400951740,OAK,NYG,17,24,13,2017,2
400951722,NO,CAR,21,31,13,2017,2
400951733,ARI,LAR,16,32,13,2017,2
400951746,SEA,PHI,10,24,13,2017,2
400951754,CIN,PIT,20,23,13,2017,2
400951557,ATL,NO,17,20,14,2017,2
400951560,BUF,IND,7,13,14,2017,2
400951564,CIN,CHI,7,33,14,2017,2
400951647,CLE,GB,21,27,14,2017,2
400951654,KC,OAK,15,26,14,2017,2
400951692,NYG,DAL,10,30,14,2017,2
400951660,TB,DET,21,24,14,2017,2
400951561,CAR,MIN,24,31,14,2017,2
400951649,HOU,SF,16,26,14,2017,2
400951665,DEN,NYJ,0,23,14,2017,2
400951662,ARI,TEN,7,12,14,2017,2
400951687,LAC,WSH,13,30,14,2017,2
400951689,LAR,PHI,35,43,14,2017,2
400951652,JAX,SEA,24,30,14,2017,2
400951694,PIT,BAL,38,39,14,2017,2
400951696,MIA,NE,20,27,14,2017,2
400951705,IND,DEN,13,25,15,2017,2
400951768,DET,CHI,10,20,15,2017,2
400951772,KC,LAC,13,30,15,2017,2
400951774,BUF,MIA,16,24,15,2017,2
400951778,CLE,BAL,10,27,15,2017,2
400951784,MIN,CIN,7,34,15,2017,2
400951806,NO,NYJ,19,31,15,2017,2
400951808,NYG,PHI,29,34,15,2017,2
400951809,WSH,ARI,15,20,15,2017,2
400951777,CAR,GB,24,31,15,2017,2
400951781,JAX,HOU,7,45,15,2017,2
400951811,SEA,LAR,7,42,15,2017,2
400951812,PIT,NE,24,27,15,2017,2
400951813,SF,TEN,23,25,15,2017,2
400951814,OAK,DAL,17,20,15,2017,2
400951816,TB,ATL,21,24,15,2017,2
400951596,BAL,IND,16,23,16,2017,2
400951602,GB,MIN,0,16,16,2017,2
400951617,CHI,CLE,3,20,16,2017,2
400951621,CIN,DET,17,26,16,2017,2
400951667,TEN,LAR,23,27,16,2017,2
400951625,KC,MIA,13,29,16,2017,2
400951631,NE,BUF,16,37,16,2017,2
400951637,NO,ATL,13,23,16,2017,2
400951642,NYJ,LAC,7,14,16,2017,2
400951671,WSH,DEN,11,27,16,2017,2
400951613,CAR,TB,19,22,16,2017,2
400951675,SF,JAX,33,44,16,2017,2
400951709,DAL,SEA,12,21,16,2017,2
400951682,ARI,NYG,0,23,16,2017,2
400951714,HOU,PIT,6,34,16,2017,2
400951719,PHI,OAK,10,19,16,2017,2
400951741,DET,GB,11,35,17,2017,2
400951745,IND,HOU,13,22,17,2017,2
400951750,MIN,CHI,10,23,17,2017,2
400951756,NE,NYJ,6,26,17,2017,2
400951757,NYG,WSH,10,18,17,2017,2
400951759,PHI,DAL,0,6,17,2017,2
400951762,PIT,CLE,24,28,17,2017,2
400951734,ATL,CAR,10,22,17,2017,2
400951789,DEN,KC,24,27,17,2017,2
400951788,TEN,JAX,10,15,17,2017,2
400951792,LAR,SF,13,34,17,2017,2
400951748,MIA,BUF,16,22,17,2017,2
400951791,LAC,OAK,10,30,17,2017,2
400951793,SEA,ARI,24,26,17,2017,2
400951764,TB,NO,24,31,17,2017,2
400951739,BAL,CIN,27,31,17,2017,2
400999175,KC,TEN,21,22,1,2017,3
400999171,LAR,ATL,13,26,1,2017,3
400999176,JAX,BUF,3,10,1,2017,3
400999177,NO,CAR,26,31,1,2017,3
400999179,PHI,ATL,10,15,2,2017,3
400999178,NE,TEN,14,35,2,2017,3
400999181,PIT,JAX,42,45,2,2017,3
400999180,MIN,NO,24,29,2,2017,3
400999172,NE,JAX,20,24,3,2017,3
400999174,PHI,MIN,7,38,3,2017,3
400999088,AFC,NFC,23,24,4,2017,3
400999173,NE,PHI,33,41,5,2017,3
400868831,IND,GB,0,0,1,2016,1
400874795,ATL,WSH,17,23,2,2016,1
400874854,PHI,TB,9,17,2,2016,1
400874753,NE,NO,22,34,2,2016,1
400874772,NYJ,JAX,13,17,2,2016,1
400874757,BAL,CAR,19,22,2,2016,1
400874777,CHI,DEN,0,22,2,2016,1
400874812,NYG,MIA,10,27,2,2016,1
400874767,PIT,DET,17,30,2,2016,1
400874761,CIN,MIN,16,17,2,2016,1
400874764,GB,CLE,11,17,2,2016,1
400874781,ARI,OAK,10,31,2,2016,1
400874796,KC,SEA,16,17,2,2016,1
400874750,BUF,IND,18,19,2,2016,1
400874775,TEN,SD,10,27,2,2016,1
400873867,LAR,DAL,24,28,2,2016,1
400874798,SF,HOU,13,24,2,2016,1
400874768,PIT,PHI,0,17,3,2016,1
400874762,DET,CIN,14,30,3,2016,1
400874765,CLE,ATL,13,24,3,2016,1
400874782,GB,OAK,12,20,3,2016,1
400874754,NE,CHI,22,23,3,2016,1
400874793,SEA,MIN,11,18,3,2016,1
400874790,WSH,NYJ,18,22,3,2016,1
400874853,DAL,MIA,14,41,3,2016,1
400874784,SD,ARI,3,19,3,2016,1
400874776,TEN,CAR,16,26,3,2016,1
400874751,BUF,NYG,0,21,3,2016,1
400874758,IND,BAL,18,19,3,2016,1
400874773,JAX,TB,21,27,3,2016,1
400874799,HOU,NO,9,16,3,2016,1
400874778,DEN,SF,24,31,3,2016,1
400874811,LAR,KC,20,21,3,2016,1
400873868,MIA,ATL,6,17,4,2016,1
400874797,SEA,DAL,17,27,4,2016,1
400874856,WSH,BUF,16,21,4,2016,1
400874755,CAR,NE,17,19,4,2016,1
400874769,NO,PIT,14,27,4,2016,1
400873869,TB,CLE,13,30,4,2016,1
400874788,SF,GB,10,21,4,2016,1
400874786,CHI,KC,7,23,4,2016,1
400874771,IND,PHI,23,33,4,2016,1
400874759,BAL,DET,9,30,4,2016,1
400874791,NYJ,NYG,20,21,4,2016,1
400873970,OAK,TEN,14,27,4,2016,1
400874779,DEN,LAR,9,17,4,2016,1
400873971,MIN,SD,10,23,4,2016,1
400873972,HOU,ARI,24,34,4,2016,1
400873973,JAX,CIN,21,26,4,2016,1
400874855,TB,WSH,13,20,5,2016,1
400879270,ATL,JAX,15,17,5,2016,1
400879271,MIA,TEN,10,21,5,2016,1
400874756,NYG,NE,9,17,5,2016,1
400874792,PHI,NYJ,6,14,5,2016,1
400874763,CIN,IND,10,13,5,2016,1
400874752,DET,BUF,0,31,5,2016,1
400874770,CAR,PIT,6,18,5,2016,1
400874766,CLE,CHI,7,21,5,2016,1
400874800,DAL,HOU,17,28,5,2016,1
400874789,KC,GB,7,17,5,2016,1
400874794,MIN,LAR,25,27,5,2016,1
400874760,NO,BAL,14,23,5,2016,1
400874780,ARI,DEN,17,38,5,2016,1
400874783,OAK,SEA,21,23,5,2016,1
400874785,SD,SF,21,31,5,2016,1
400874484,DEN,CAR,20,21,1,2016,2
400874522,ATL,TB,24,31,1,2016,2
400874524,TEN,MIN,16,25,1,2016,2
400874570,KC,SD,27,33,1,2016,2
400874543,NO,OAK,34,35,1,2016,2
400874527,NYJ,CIN,22,23,1,2016,2
400874520,PHI,CLE,10,29,1,2016,2
400874486,JAX,GB,23,27,1,2016,2
400874510,BAL,BUF,7,13,1,2016,2
400874511,HOU,CHI,14,23,1,2016,2
400874577,SEA,MIA,10,12,1,2016,2
400874574,DAL,NYG,19,20,1,2016,2
400874573,IND,DET,35,39,1,2016,2
400874539,ARI,NE,21,23,1,2016,2
400874537,WSH,PIT,16,38,1,2016,2
400874532,SF,LAR,0,28,1,2016,2
400874530,BUF,NYJ,31,37,2,2016,2
400874512,CLE,BAL,20,25,2,2016,2
400874488,DET,TEN,15,16,2,2016,2
400874541,NE,MIA,24,31,2,2016,2
400874529,NYG,NO,13,16,2,2016,2
400874487,PIT,CIN,16,24,2,2016,2
400874518,WSH,DAL,23,27,2,2016,2
400874535,CAR,SF,27,46,2,2016,2
400874549,HOU,KC,12,19,2,2016,2
400874514,LAR,SEA,3,9,2,2016,2
400874515,ARI,TB,7,40,2,2016,2
400874526,DEN,IND,20,34,2,2016,2
400874525,OAK,ATL,28,35,2,2016,2
400874517,SD,JAX,14,38,2,2016,2
400874545,MIN,GB,14,17,2,2016,2
400874547,CHI,PHI,14,29,2,2016,2
400874551,NE,HOU,0,27,3,2016,2
400874558,BUF,ARI,18,33,3,2016,2
400874613,CIN,DEN,17,29,3,2016,2
400874610,GB,DET,27,34,3,2016,2
400874562,TEN,OAK,10,17,3,2016,2
400874565,MIA,CLE,24,30,3,2016,2
400874682,NYG,WSH,27,29,3,2016,2
400874615,CAR,MIN,10,22,3,2016,2
400874567,JAX,BAL,17,19,3,2016,2
400874620,SEA,SF,18,37,3,2016,2
400874618,TB,LAR,32,37,3,2016,2
400874624,IND,SD,22,26,3,2016,2
400874623,KC,NYJ,3,24,3,2016,2
400874628,PHI,PIT,3,34,3,2016,2
400874650,DAL,CHI,17,31,3,2016,2
400874653,NO,ATL,32,45,3,2016,2
400874655,CIN,MIA,7,22,4,2016,2
400874657,JAX,IND,27,30,4,2016,2
400874664,ATL,CAR,33,48,4,2016,2
400874668,CHI,DET,14,17,4,2016,2
400874663,NE,BUF,0,16,4,2016,2
400874662,NYJ,SEA,17,27,4,2016,2
400874660,WSH,CLE,20,31,4,2016,2
400874666,BAL,OAK,27,28,4,2016,2
400874658,HOU,TEN,20,27,4,2016,2
400874669,TB,DEN,7,27,4,2016,2
400874671,ARI,LAR,13,17,4,2016,2
400874672,SD,NO,34,35,4,2016,2
400874674,SF,DAL,17,24,4,2016,2
400874675,PIT,KC,14,43,4,2016,2
400874677,MIN,NYG,10,24,4,2016,2
400874483,SF,ARI,21,33,5,2016,2
400874519,CLE,NE,13,33,5,2016,2
400874533,DET,PHI,23,24,5,2016,2
400874548,IND,CHI,23,29,5,2016,2
400874581,MIA,TEN,17,30,5,2016,2
400874595,MIN,HOU,13,31,5,2016,2
400874602,PIT,NYJ,13,31,5,2016,2
400874590,BAL,WSH,10,16,5,2016,2
400874607,DEN,ATL,16,23,5,2016,2
400874630,DAL,CIN,14,28,5,2016,2
400874636,OAK,SD,31,34,5,2016,2
400874633,LAR,BUF,19,30,5,2016,2
400874640,GB,NYG,16,23,5,2016,2
400874648,CAR,TB,14,17,5,2016,2
400874693,SD,DEN,13,21,6,2016,2
400874698,BUF,SF,16,45,6,2016,2
400874708,CHI,JAX,16,17,6,2016,2
400874709,DET,LAR,28,31,6,2016,2
400874703,TEN,CLE,26,28,6,2016,2
400874730,MIA,PIT,15,30,6,2016,2
400874736,NE,CIN,17,35,6,2016,2
400874707,NO,CAR,38,41,6,2016,2
400874705,NYG,BAL,23,27,6,2016,2
400874701,WSH,PHI,20,27,6,2016,2
400874731,OAK,KC,10,26,6,2016,2
400874733,GB,DAL,16,30,6,2016,2
400874732,SEA,ATL,24,26,6,2016,2
400874734,HOU,IND,23,26,6,2016,2
400874735,ARI,NYJ,3,28,6,2016,2
400874429,GB,CHI,10,26,7,2016,2
400874490,LAR,NYG,10,17,7,2016,2
400874494,CIN,CLE,17,31,7,2016,2
400874496,DET,WSH,17,20,7,2016,2
400874492,TEN,IND,26,34,7,2016,2
400874491,KC,NO,21,27,7,2016,2
400874500,MIA,BUF,25,28,7,2016,2
400874501,NYJ,BAL,16,24,7,2016,2
400874493,PHI,MIN,10,21,7,2016,2
400874498,JAX,OAK,16,33,7,2016,2
400874505,ATL,SD,30,33,7,2016,2
400874503,SF,TB,17,34,7,2016,2
400874506,PIT,NE,16,27,7,2016,2
400874508,ARI,SEA,6,6,7,2016,2
400874509,DEN,HOU,9,27,7,2016,2
400874553,TEN,JAX,22,36,8,2016,2
400874555,CIN,WSH,27,27,8,2016,2
400874619,BUF,NE,25,41,8,2016,2
400874612,CLE,NYJ,28,31,8,2016,2
400874557,IND,KC,14,30,8,2016,2
400874564,NO,SEA,20,25,8,2016,2
400874561,TB,OAK,24,30,8,2016,2
400874625,CAR,ARI,20,30,8,2016,2
400874569,HOU,DET,13,20,8,2016,2
400874622,DEN,SD,19,27,8,2016,2
400874616,ATL,GB,32,33,8,2016,2
400874629,DAL,PHI,23,29,8,2016,2
400874652,CHI,MIN,10,20,8,2016,2
400874605,TB,ATL,28,43,9,2016,2
400874599,CLE,DAL,10,35,9,2016,2
400874600,KC,JAX,14,19,9,2016,2
400874601,MIA,NYJ,23,27,9,2016,2
400874604,MIN,DET,16,22,9,2016,2
400874603,NYG,PHI,23,28,9,2016,2
400874598,BAL,PIT,14,21,9,2016,2
400874596,LAR,CAR,10,13,9,2016,2
400874597,SF,NO,23,41,9,2016,2
400874594,GB,IND,26,31,9,2016,2
400874593,SD,TEN,35,43,9,2016,2
400874592,OAK,DEN,20,30,9,2016,2
400874591,SEA,BUF,25,31,9,2016,2
400874589,BAL,CLE,7,28,10,2016,2
400874572,TEN,GB,25,47,10,2016,2
400874586,NO,DEN,23,25,10,2016,2
400874584,NYJ,LAR,6,9,10,2016,2
400874582,PHI,ATL,15,24,10,2016,2
400874578,TB,CHI,10,36,10,2016,2
400874576,WSH,MIN,20,26,10,2016,2
400874580,CAR,KC,17,20,10,2016,2
400874587,JAX,HOU,21,24,10,2016,2
400874544,SD,MIA,24,31,10,2016,2
400874542,ARI,SF,20,23,10,2016,2
400874538,PIT,DAL,30,35,10,2016,2
400874536,NE,SEA,24,31,10,2016,2
400874531,NYG,CIN,20,21,10,2016,2
400874609,CAR,NO,20,23,11,2016,2
400874646,CIN,BUF,12,16,11,2016,2
400874634,CLE,PIT,9,24,11,2016,2
400874638,DAL,BAL,17,27,11,2016,2
400874641,DET,JAX,19,26,11,2016,2
400874644,IND,TEN,17,24,11,2016,2
400874649,KC,TB,17,19,11,2016,2
400874695,MIN,ARI,24,30,11,2016,2
400874691,NYG,CHI,16,22,11,2016,2
400874697,LAR,MIA,10,14,11,2016,2
400874700,SF,NE,17,30,11,2016,2
400874702,SEA,PHI,15,26,11,2016,2
400874704,WSH,GB,24,42,11,2016,2
400874706,OAK,HOU,20,27,11,2016,2
400874495,DET,MIN,13,16,12,2016,2
400874499,DAL,WSH,26,31,12,2016,2
400874502,IND,PIT,7,28,12,2016,2
400874566,ATL,ARI,19,38,12,2016,2
400874554,BUF,JAX,21,28,12,2016,2
400874507,CHI,TEN,21,27,12,2016,2
400874614,CLE,NYG,13,27,12,2016,2
400874654,MIA,SF,24,31,12,2016,2
400874626,NO,LAR,21,49,12,2016,2
400874560,BAL,CIN,14,19,12,2016,2
400874659,HOU,SD,13,21,12,2016,2
400874665,TB,SEA,5,14,12,2016,2
400874670,OAK,CAR,32,35,12,2016,2
400874680,NYJ,NE,17,22,12,2016,2
400874676,DEN,KC,27,30,12,2016,2
400874684,PHI,GB,13,27,12,2016,2
400874713,MIN,DAL,15,17,13,2016,2
400874715,ATL,KC,28,29,13,2016,2
400874723,CHI,SF,6,26,13,2016,2
400874721,CIN,PHI,14,32,13,2016,2
400874720,GB,HOU,13,21,13,2016,2
400874718,NE,LAR,10,26,13,2016,2
400874717,NO,DET,13,28,13,2016,2
400874719,JAX,DEN,10,20,13,2016,2
400874722,BAL,MIA,6,38,13,2016,2
400874724,OAK,BUF,24,38,13,2016,2
400874726,ARI,WSH,23,31,13,2016,2
400874725,PIT,NYG,14,24,13,2016,2
400874727,SD,TB,21,28,13,2016,2
400874728,SEA,CAR,7,40,13,2016,2
400874729,NYJ,IND,10,41,13,2016,2
400874428,KC,OAK,13,21,14,2016,2
400874497,BUF,PIT,20,27,14,2016,2
400874563,CLE,CIN,10,23,14,2016,2
400874568,DET,CHI,17,20,14,2016,2
400874504,TEN,DEN,10,13,14,2016,2
400874611,IND,HOU,17,22,14,2016,2
400874556,MIA,ARI,23,26,14,2016,2
400874552,PHI,WSH,22,27,14,2016,2
400874559,CAR,SD,16,28,14,2016,2
400874617,JAX,MIN,16,25,14,2016,2
400874621,SF,NYJ,17,23,14,2016,2
400874651,GB,SEA,10,38,14,2016,2
400874627,LAR,ATL,14,42,14,2016,2
400874550,TB,NO,11,16,14,2016,2
400874656,NYG,DAL,7,10,14,2016,2
400874661,NE,BAL,23,30,14,2016,2
400874667,SEA,LAR,3,24,15,2016,2
400874673,NYJ,MIA,13,34,15,2016,2
400874683,BUF,CLE,13,33,15,2016,2
400874678,CHI,GB,27,30,15,2016,2
400874714,CIN,PIT,20,24,15,2016,2
400874686,KC,TEN,17,19,15,2016,2
400874688,MIN,IND,6,34,15,2016,2
400874687,NYG,DET,6,17,15,2016,2
400874685,BAL,PHI,26,27,15,2016,2
400874681,HOU,JAX,20,21,15,2016,2
400874710,ATL,SF,13,41,15,2016,2
400874689,ARI,NO,41,48,15,2016,2
400874711,DEN,NE,3,16,15,2016,2
